Customer ID,Avg Days After Last Visit,Avg Money Spent on Ticket,Avg People Appeared With,Snacks Preferred,Loyalty Points,Membership Subscription,Willingness to Suggest Friends,Season,Total Visits Last 6 Months,Total Money Spent per Visit,Avg Money Spent per Visit,Distance Theatre from Residence
679918,11,5,1,None,16,None,9,Holiday,11,19.63,1.7843832378874647,0.8
236528,56,5,1,Popcorn,33,None,1,Non-holiday,11,21.92,1.992546132169803,4.7
453994,38,5,1,Popcorn,15,Silver,1,Non-holiday,10,24.21,2.4207579242075794,4.9
827502,1,5,2,Popcorn,92,None,7,Non-holiday,11,18.72,1.7016634851377148,5.2
676128,44,5,2,Popcorn,94,Gold,3,Non-holiday,14,17.69,1.2634811799157204,6.2
769014,49,5,1,Popcorn,36,None,9,Holiday,8,19.5,2.4371953505811774,3.6
406254,8,5,1,Popcorn,40,Gold,1,Non-holiday,6,16.99,2.831194800866522,3.9
939563,36,5,3,Popcorn,62,Platinum,6,Holiday,10,24.15,2.4147585241475853,6.9
942713,33,5,2,Popcorn,88,Platinum,5,Non-holiday,5,11.06,2.2115576884623076,2.1
914393,28,5,2,Popcorn,33,Gold,4,Holiday,11,21.3,1.936187619307336,5.8
612652,11,3,1,None,68,None,1,Holiday,8,24.41,3.050868641419823,5.7
988340,43,3,0,Popcorn,56,None,2,Non-holiday,11,17.61,1.6007635669484592,3.2
427270,47,5,2,Popcorn,31,Silver,3,Non-holiday,10,23.39,2.3387661233876615,4.9
481374,20,10,0,Popcorn,33,Gold,6,Non-holiday,7,19.42,2.773889444365091,4.1
301478,3,5,1,Popcorn,43,None,3,Non-holiday,6,23.33,3.887685385769038,3.9
658865,41,5,2,Popcorn,21,Silver,7,Non-holiday,17,24.01,1.4122698664784423,7.2
114652,8,3,2,Popcorn,24,None,10,Non-holiday,15,20.38,1.358576094927005,5.3
649708,41,3,3,Popcorn,37,Silver,6,Non-holiday,6,21.77,3.627728711881353,5.8
854736,5,3,3,Popcorn,45,None,5,Non-holiday,8,19.27,2.4084489438820147,6.2
295531,28,5,2,Popcorn,54,Silver,10,Non-holiday,8,13.99,1.7485314335708038,2.1
416135,3,3,3,Popcorn,77,None,10,Non-holiday,9,24.35,2.705254971669815,3.9
562537,2,3,3,Hotdog,44,Platinum,10,Non-holiday,16,18.9,1.1811761764889692,7.3
442521,27,5,1,Popcorn,77,None,2,Holiday,9,15.03,1.669814465059438,5.9
652405,4,3,2,Nachos,54,Platinum,3,Non-holiday,7,24.13,3.4466504785030705,7.0
665243,47,3,3,Popcorn,7,Gold,9,Holiday,5,24.71,4.9410117976404715,6.7
126308,28,3,2,Popcorn,69,Gold,5,Non-holiday,12,21.89,1.8240146654445464,7.7
823466,52,10,2,Nachos,63,None,5,Non-holiday,11,17.25,1.5680392691573495,5.2
617479,42,5,2,None,62,None,2,Non-holiday,14,21.12,1.5084636811656311,3.7
904870,57,3,2,Hotdog,86,None,5,Holiday,9,16.94,1.882013109654483,5.9
926891,18,3,1,Popcorn,56,Gold,1,Non-holiday,9,27.08,3.008554605043884,3.9
927334,46,3,2,Popcorn,17,Gold,3,Holiday,5,19.17,3.833233353329334,4.6
834875,40,5,1,Popcorn,97,Gold,7,Non-holiday,15,20.9,1.3932404506366243,5.9
419334,48,5,1,Popcorn,26,Platinum,5,Non-holiday,11,23.86,2.1688937369330064,7.0
135509,56,10,1,Popcorn,62,Gold,3,Holiday,4,19.09,4.771307173206698,8.4
830512,37,5,1,Popcorn,34,Gold,5,Non-holiday,9,17.23,1.9142317520275527,6.7
864659,5,5,1,Hotdog,53,None,5,Non-holiday,15,20.81,1.3872408506099594,1.8
688461,1,3,3,Popcorn,72,Gold,1,Non-holiday,12,20.48,1.7065244562953088,5.8
714761,27,3,3,Nachos,79,Platinum,6,Holiday,8,21.21,2.650918635170604,3.5
768344,22,3,4,Popcorn,10,Platinum,10,Non-holiday,12,14.57,1.2140654945421216,4.6
151743,21,3,2,None,23,Silver,6,Holiday,13,28.49,2.1913698946234903,5.8
735676,41,10,1,Popcorn,21,Silver,1,Holiday,10,22.01,2.2007799220077997,1.2
874716,38,3,3,Popcorn,51,None,4,Non-holiday,15,15.69,1.0459302713152456,2.5
916363,58,3,2,None,63,Silver,6,Holiday,12,20.26,1.6881926506124492,5.8
181450,6,5,1,Nachos,81,Gold,8,Holiday,7,21.32,3.0452792458220252,4.7
339542,39,5,2,Popcorn,58,Gold,1,Holiday,11,24.97,2.2697936551222617,1.3
123653,19,3,0,Nachos,90,None,10,Non-holiday,1,15.64,15.624375624375627,5.3
809231,5,5,2,Hotdog,52,Gold,7,Non-holiday,9,24.15,2.683035218309077,6.7
786155,45,10,2,Hotdog,7,Silver,10,Non-holiday,11,21.88,1.9889100990819018,8.7
250122,37,3,2,Popcorn,38,Silver,9,Non-holiday,5,23.36,4.671065786842631,7.9
599694,13,3,1,Popcorn,9,None,10,Non-holiday,9,17.23,1.9142317520275527,5.0
593611,58,5,2,Nachos,66,None,1,Holiday,9,24.92,2.7685812687479174,5.5
775949,31,5,0,Popcorn,51,None,4,Holiday,10,21.33,2.132786721327867,3.1
759930,14,10,1,Hotdog,87,Gold,8,Non-holiday,10,17.73,1.7728227177282274,5.1
121827,13,5,2,Nachos,17,None,8,Non-holiday,10,11.97,1.1968803119688032,3.8
147659,23,10,2,Nachos,51,None,4,Non-holiday,12,18.43,1.5357053578868427,6.4
796295,46,3,2,Hotdog,58,Silver,9,Non-holiday,10,30.56,3.0556944305569442,3.2
803482,44,5,2,Hotdog,26,Silver,9,Non-holiday,10,21.87,2.1867813218678136,4.5
545315,16,10,3,Hotdog,42,Platinum,6,Holiday,8,20.49,2.5609298837645293,2.2
153823,28,10,2,Hotdog,10,None,10,Non-holiday,8,22.1,2.762154730658668,5.0
973331,46,3,4,Hotdog,67,Gold,5,Non-holiday,9,20.65,2.294189534496167,6.0
108807,50,3,2,Popcorn,80,Silver,1,Holiday,9,26.98,2.9974447283635155,0.7
832295,34,5,0,Nachos,11,Silver,4,Non-holiday,9,15.7,1.744250638817909,3.8
639258,48,5,0,Popcorn,68,Gold,9,Non-holiday,11,22.94,2.085264975911281,1.2
566119,34,10,3,None,27,Silver,4,Holiday,8,14.2,1.7747781527309088,0.1
340073,14,3,1,Nachos,50,Silver,3,Non-holiday,10,15.61,1.5608439156084393,4.3
637852,58,5,1,None,10,Gold,7,Non-holiday,10,27.76,2.7757224277572248,3.6
875665,43,10,1,Nachos,22,None,1,Holiday,12,18.29,1.5240396633613866,7.2
214641,19,5,3,Popcorn,17,Gold,3,Non-holiday,11,16.14,1.467139350968094,8.5
136120,25,3,2,Hotdog,96,None,6,Non-holiday,9,18.57,2.0631040995444954,6.1
295262,21,5,3,Hotdog,16,Platinum,1,Holiday,12,22.04,1.836513623864678,1.8
820589,57,10,2,Popcorn,7,Gold,5,Non-holiday,14,14.19,1.0134990357831584,4.7
315060,47,3,1,Popcorn,62,None,10,Non-holiday,8,24.33,3.040869891263592,3.3
542712,36,5,2,Popcorn,86,Gold,7,Holiday,11,23.48,2.1343514225979456,6.3
660111,3,5,1,Hotdog,9,None,1,Holiday,8,29.38,3.6720409948756405,2.2
310853,22,3,3,Popcorn,80,Gold,2,Non-holiday,6,15.81,2.634560906515581,3.8
147845,49,10,2,Popcorn,76,Platinum,5,Non-holiday,7,21.6,3.085273532352521,7.0
579693,9,5,1,Popcorn,3,None,5,Non-holiday,12,23.93,1.994000499958337,5.9
328901,25,3,3,Popcorn,57,Gold,4,Non-holiday,16,18.13,1.1330541841134927,4.9
586519,27,5,2,Popcorn,1,None,6,Holiday,8,22.92,2.8646419197600306,0.5
571046,33,3,1,Popcorn,43,Gold,4,Holiday,15,22.34,1.4892340510632625,4.3
277727,17,3,1,Popcorn,44,None,3,Holiday,11,22.67,2.0607217525679484,3.4
700571,43,5,2,Nachos,60,Gold,6,Non-holiday,8,23.44,2.9296337957755285,0.1
460042,59,10,2,Popcorn,78,Platinum,4,Non-holiday,13,17.05,1.3114375817244828,2.6
325007,31,5,1,Popcorn,37,Gold,5,Holiday,4,29.75,7.435641089727567,2.8
800297,10,3,3,Popcorn,75,Gold,5,Non-holiday,6,21.49,3.5810698216963837,6.2
121052,52,5,3,Hotdog,33,None,1,Non-holiday,11,19.19,1.7443868739205528,7.2
473721,41,5,2,None,54,Gold,9,Non-holiday,5,26.86,5.370925814837032,5.4
442231,3,10,3,Popcorn,6,None,3,Non-holiday,7,18.63,2.661048421654049,7.6
658795,48,5,4,Popcorn,76,Gold,10,Holiday,15,24.69,1.6458902739817347,4.2
792132,13,5,2,Popcorn,53,Platinum,5,Non-holiday,10,14.05,1.4048595140485953,0.6
721738,27,10,1,Popcorn,83,Gold,3,Non-holiday,7,25.96,3.708041708327382,3.3
265048,29,3,3,Hotdog,12,None,9,Non-holiday,9,14.48,1.6087101433174094,6.0
683991,27,10,3,Popcorn,98,Gold,5,Non-holiday,15,16.19,1.0792613825744952,5.3
707515,45,3,2,Popcorn,84,Silver,9,Non-holiday,6,16.65,2.774537577070488,4.2
614966,42,3,2,Popcorn,87,Silver,3,Holiday,9,14.94,1.6598155760471058,0.7
302063,28,10,3,Popcorn,21,Gold,2,Non-holiday,8,34.28,4.284464441944757,6.9
171775,27,5,3,Popcorn,48,Gold,5,Non-holiday,9,21.02,2.335296078213532,4.1
231200,13,5,3,Nachos,16,None,8,Non-holiday,14,11.62,0.8299407185201056,4.7
787130,59,5,2,Hotdog,54,None,10,Non-holiday,9,22.09,2.454171758693479,6.5
409388,15,3,2,Hotdog,51,Silver,7,Non-holiday,10,19.64,1.9638036196380364,0.7
793741,3,5,2,Nachos,0,Gold,7,Non-holiday,14,19.42,1.3870437825869582,3.2
416550,31,5,1,Popcorn,88,Platinum,4,Non-holiday,9,21.28,2.3641817575824913,3.0
679480,11,5,2,Popcorn,28,None,7,Non-holiday,10,23.99,2.3987601239876013,6.5
534346,52,5,1,Hotdog,22,Gold,6,Holiday,9,14.31,1.5898233529607824,6.1
545843,34,5,1,Hotdog,90,None,9,Non-holiday,14,15.64,1.1170630669237913,3.4
934962,26,3,1,Hotdog,17,Gold,8,Non-holiday,14,15.8,1.128490822084137,1.8
904978,9,5,1,Popcorn,33,Silver,2,Non-holiday,10,34.57,3.4566543345665437,5.3
645093,32,3,3,None,25,None,3,Non-holiday,8,28.15,3.5183102112235973,5.0
201429,3,3,3,Nachos,76,Gold,1,Non-holiday,8,10.8,1.3498312710911138,5.7
695397,7,3,2,Popcorn,64,Silver,6,Non-holiday,11,15.7,1.4271429870011818,5.9
874360,29,5,1,Popcorn,21,Silver,6,Non-holiday,8,15.05,1.8810148731408576,6.9
761220,6,3,2,None,14,Platinum,5,Non-holiday,6,15.78,2.629561739710048,3.9
795316,28,3,2,Hotdog,28,None,9,Non-holiday,15,21.6,1.4399040063995736,3.9
378786,59,10,0,Hotdog,32,None,5,Holiday,6,18.34,3.0561573071154804,3.7
764544,34,3,1,Popcorn,73,None,2,Holiday,5,27.15,5.428914217156568,5.1
429422,56,5,3,Hotdog,50,Gold,8,Non-holiday,9,21.14,2.348627930229975,0.5
601543,41,5,2,Hotdog,77,None,9,Non-holiday,4,23.72,5.9285178705323665,9.5
597206,34,5,1,Popcorn,7,None,3,Non-holiday,7,24.13,3.4466504785030705,3.6
931068,18,10,2,Nachos,79,Gold,10,Non-holiday,12,22.17,1.847346054495459,7.9
277048,41,3,3,Nachos,2,None,1,Non-holiday,11,16.31,1.4825924915916735,4.7
730239,54,3,1,None,33,None,6,Non-holiday,11,25.73,2.3388782837923827,5.8
444467,26,3,2,Popcorn,27,Silver,5,Non-holiday,14,16.32,1.1656310263552605,1.5
919834,20,3,4,Hotdog,8,Gold,8,Holiday,11,28.87,2.624306881192619,2.9
789673,32,5,1,Popcorn,17,Silver,10,Non-holiday,6,17.83,2.9711714714214295,3.1
363327,44,5,3,Hotdog,55,Gold,1,Holiday,6,12.33,2.054657557073821,5.7
229125,41,3,1,Nachos,91,None,5,Non-holiday,12,15.77,1.3140571619031747,3.9
987322,20,5,3,Popcorn,55,Silver,7,Non-holiday,8,9.58,1.1973503312085991,1.4
959749,44,3,2,Popcorn,35,Silver,5,Holiday,11,21.1,1.9180074538678304,3.4
225585,9,3,2,Popcorn,86,Silver,9,Non-holiday,9,7.78,0.8643484057326964,2.5
398459,44,3,2,Popcorn,49,Silver,1,Non-holiday,7,21.53,3.0752749607198973,4.9
520624,16,10,4,Hotdog,99,Silver,10,Non-holiday,13,23.81,1.8313975848011692,9.9
632788,3,5,3,Popcorn,6,None,6,Non-holiday,10,26.18,2.6177382261773823,4.4
879564,27,5,2,Hotdog,94,Silver,3,Non-holiday,11,12.29,1.117171166257613,6.4
197844,48,3,1,Popcorn,87,None,3,Non-holiday,6,17.79,2.9645059156807196,3.2
240227,2,3,2,None,30,Silver,6,Holiday,12,10.04,0.8365969502541455,4.7
126289,39,5,3,Popcorn,81,Silver,3,Non-holiday,7,15.31,2.1868304527924582,5.6
136276,58,3,1,Popcorn,78,Gold,3,Non-holiday,15,13.17,0.8779414705686288,7.1
845428,25,10,3,None,25,None,7,Non-holiday,8,15.75,1.968503937007874,6.0
819674,48,5,2,Popcorn,58,Platinum,5,Holiday,8,16.77,2.0959880014998125,5.5
571681,40,10,1,Popcorn,32,Gold,9,Non-holiday,10,19.93,1.9928007199280073,2.5
690398,58,3,2,Popcorn,19,Silver,7,Non-holiday,16,16.75,1.0468095744015997,6.1
135623,22,3,2,None,38,None,5,Non-holiday,7,24.29,3.469504356520497,5.1
616501,19,3,0,None,8,None,9,Holiday,8,13.75,1.7185351831021123,6.6
517376,30,10,3,Hotdog,45,Silver,5,Non-holiday,15,12.67,0.8446103593093794,5.5
729320,48,5,1,Popcorn,92,None,5,Non-holiday,9,22.53,2.503055216087102,4.2
154019,49,5,2,Hotdog,18,None,7,Non-holiday,7,17.91,2.558205970575632,6.7
189463,53,10,4,Nachos,88,Silver,6,Holiday,7,14.62,2.088273103842308,8.0
821630,48,3,2,Nachos,72,Silver,10,Holiday,12,18.18,1.5148737605199567,4.4
107299,55,10,2,Hotdog,55,Gold,2,Holiday,11,22.22,2.019816380329061,3.0
705232,10,10,2,Nachos,49,None,5,Holiday,13,15.62,1.2014460426121067,5.2
617841,46,5,3,Hotdog,48,Platinum,8,Holiday,9,20.47,2.2741917564715033,3.0
154123,55,5,2,Popcorn,44,None,10,Non-holiday,12,26.3,2.191484042996417,1.8
144186,48,3,2,Popcorn,56,Gold,4,Non-holiday,13,20.69,1.5914160449196217,4.3
235586,29,3,0,Popcorn,59,None,8,Non-holiday,9,14.72,1.6353738473502946,7.7
879240,54,3,4,None,18,Silver,2,Holiday,8,22.71,2.8383952005999253,5.7
105567,13,5,3,Nachos,53,None,4,Holiday,4,19.97,4.991252186953261,5.8
173831,42,10,1,Popcorn,23,Silver,10,Holiday,15,25.79,1.719218718752083,2.8
538507,39,3,3,Nachos,91,Platinum,1,Non-holiday,10,15.48,1.5478452154784523,5.8
744272,53,3,2,Nachos,31,Gold,1,Holiday,7,15.39,2.1982573918011714,3.6
721722,34,5,3,Nachos,33,Gold,5,Holiday,7,25.5,3.642336809027282,1.1
851607,10,3,2,Popcorn,45,None,4,Holiday,4,15.18,3.7940514871282174,9.9
131495,51,3,1,Popcorn,25,None,9,Non-holiday,13,16.51,1.2699023152065227,4.4
457937,33,3,4,Popcorn,52,None,10,Non-holiday,13,12.13,0.9330051534497348,7.4
415757,35,10,3,Nachos,77,Silver,3,Non-holiday,8,20.93,2.6159230096237973,7.9
766038,2,3,2,Popcorn,88,None,9,Holiday,6,18.29,3.047825362439593,1.7
389502,56,5,2,Hotdog,32,None,8,Non-holiday,6,22.35,3.7243792701216463,4.2
599619,56,5,2,Hotdog,68,Silver,7,Holiday,7,23.41,3.3438080274246533,5.3
107809,56,3,0,Popcorn,49,Gold,8,Holiday,9,21.76,2.4175091656482617,6.3
665831,9,5,2,Hotdog,33,Silver,8,Non-holiday,6,22.42,3.736043992667889,2.0
358468,44,3,3,Hotdog,22,Silver,10,Non-holiday,11,21.19,1.926188528315608,0.9
236933,11,3,2,Popcorn,69,Silver,5,Non-holiday,10,20.33,2.0327967203279673,7.7
828337,50,3,4,Nachos,93,Silver,7,Holiday,10,32.78,3.2776722327767227,3.8
381307,42,10,2,Hotdog,8,Gold,5,Non-holiday,17,18.93,1.1134639138874183,4.4
902928,52,3,2,Hotdog,0,Platinum,3,Holiday,6,18.87,3.1444759206798865,3.0
363423,12,3,2,Popcorn,19,Gold,10,Non-holiday,6,14.56,2.4262622896183967,8.0
111087,22,5,1,Hotdog,4,Platinum,9,Non-holiday,11,13.39,1.2171620761748934,4.2
900932,36,10,3,Nachos,2,Gold,5,Non-holiday,8,26.41,3.3008373953255847,2.1
841125,7,5,3,Popcorn,15,None,1,Non-holiday,9,17.42,1.9353405177202536,8.4
129766,49,3,0,Popcorn,44,Gold,9,Non-holiday,15,12.04,0.8026131591227251,4.7
145257,46,3,3,Popcorn,67,None,10,Non-holiday,16,16.86,1.0536841447409535,4.3
890846,9,5,1,Popcorn,84,Silver,3,Non-holiday,13,24.22,1.8629336204907314,6.7
202115,15,3,1,Hotdog,24,Gold,8,Non-holiday,7,23.88,3.4109412941008426,4.1
141760,21,3,3,Popcorn,34,Platinum,1,Non-holiday,6,13.22,2.202966172304616,4.3
443324,28,3,2,Popcorn,85,None,5,Non-holiday,9,19.97,2.2186423730696587,7.0
792279,17,5,4,Popcorn,58,None,10,Non-holiday,9,15.39,1.709810021108766,5.5
772467,34,10,4,Nachos,58,Gold,9,Holiday,8,26.88,3.3595800524934383,5.9
470777,51,5,3,Popcorn,89,Gold,10,Non-holiday,12,25.5,2.1248229314223814,4.4
420040,37,10,2,Hotdog,43,Silver,2,Holiday,9,24.11,2.6785912676369295,1.7
349214,37,5,3,Popcorn,50,None,1,Non-holiday,7,21.56,3.0795600628481643,8.5
438631,3,10,3,Hotdog,56,Silver,8,Non-holiday,13,24.88,1.913698946234905,6.4
871748,9,5,1,Popcorn,68,Silver,2,Non-holiday,7,20.44,2.919582916726182,8.3
688733,31,5,2,None,90,None,10,Non-holiday,12,22.94,1.911507374385468,5.1
161099,27,5,3,Hotdog,65,Silver,6,Non-holiday,13,19.55,1.5037304822705946,7.8
443049,18,3,4,Popcorn,19,Silver,3,Non-holiday,10,15.2,1.5198480151984801,5.6
674903,29,3,1,Popcorn,39,None,1,Holiday,9,19.03,2.114209532274192,1.9
942887,57,5,3,Popcorn,3,Platinum,8,Non-holiday,10,16.73,1.6728327167283272,5.1
143469,49,5,2,None,93,Gold,2,Non-holiday,6,18.14,3.0228295284119313,6.6
561544,50,10,2,Nachos,46,None,3,Non-holiday,12,15.99,1.3323889675860345,4.7
156056,54,5,0,Popcorn,72,Silver,1,Non-holiday,13,16.95,1.3037458657026382,5.3
897895,22,3,1,Popcorn,38,None,10,Non-holiday,7,26.86,3.8365947721754035,4.8
438994,46,5,1,Nachos,93,Platinum,9,Non-holiday,9,27.8,3.08854571714254,6.7
722383,53,5,4,Popcorn,72,None,6,Non-holiday,11,16.78,1.5253158803745115,4.1
138889,54,3,1,Popcorn,31,None,3,Holiday,12,10.19,0.8490959086742771,10.6
755293,39,3,1,None,88,Platinum,6,Holiday,9,26.32,2.924119542273081,3.3
311480,14,3,2,Popcorn,58,Silver,3,Non-holiday,14,25.52,1.8227269480751376,6.7
304361,12,3,0,Popcorn,61,Silver,9,Non-holiday,12,16.0,1.33322223148071,0.0
195927,56,10,1,Hotdog,18,None,2,Non-holiday,8,28.69,3.585801774778153,4.1
765183,38,10,3,Hotdog,63,Silver,8,Non-holiday,15,17.75,1.1832544497033533,4.8
859588,21,5,3,Popcorn,35,Gold,3,Non-holiday,5,30.69,6.136772645470906,5.8
579552,52,5,2,Popcorn,55,Platinum,6,Holiday,10,23.86,2.3857614238576144,5.6
206142,9,10,1,Nachos,89,Silver,9,Non-holiday,10,26.75,2.6747325267473254,3.0
996812,1,3,3,Hotdog,64,Gold,7,Holiday,12,10.95,0.9124239646696108,4.2
574464,7,5,2,Hotdog,11,None,9,Holiday,5,28.59,5.716856628674265,3.1
655182,8,5,3,Popcorn,65,None,2,Non-holiday,7,12.35,1.7640337094700755,5.3
630725,17,5,3,Nachos,90,Silver,9,Holiday,7,23.47,3.352378231681188,6.8
262055,58,3,2,Nachos,13,Gold,8,Non-holiday,10,21.44,2.1437856214378566,5.1
284044,37,3,1,Nachos,67,Gold,8,Non-holiday,8,23.71,2.9633795775528062,5.6
393411,11,5,2,Popcorn,83,Silver,1,Non-holiday,3,18.61,6.201266244585138,4.7
475510,50,3,3,Nachos,55,Silver,8,Holiday,14,14.54,1.0384972501964145,4.3
116345,7,5,3,Popcorn,43,Silver,8,Holiday,14,17.99,1.2849082208413685,7.4
487925,29,10,1,Popcorn,77,Silver,3,Non-holiday,4,22.05,5.511122219445139,4.5
438319,21,3,2,None,56,Platinum,7,Holiday,10,24.32,2.4317568243175685,6.8
595634,35,3,2,Popcorn,98,Gold,5,Non-holiday,13,14.45,1.1114529651565264,5.9
835678,52,10,1,Nachos,24,None,6,Non-holiday,9,15.35,1.7053660704366183,2.6
328498,3,5,2,Nachos,91,None,4,Non-holiday,3,18.64,6.211262912362546,5.2
658289,40,3,2,Popcorn,14,Silver,4,Holiday,3,21.52,7.170943018993669,6.4
842612,31,5,0,Popcorn,84,None,3,Holiday,8,21.78,2.722159730033746,4.8
873666,6,3,1,Popcorn,3,Silver,1,Non-holiday,11,27.97,2.542496136714844,3.5
492918,42,10,3,Popcorn,85,None,10,Non-holiday,10,8.41,0.8409159084091592,4.6
476078,18,5,3,Popcorn,50,None,1,Holiday,10,23.54,2.3537646235376464,7.0
503734,11,3,2,Hotdog,49,None,10,Holiday,12,19.41,1.6173652195650363,6.8
968366,58,3,4,Popcorn,6,None,8,Non-holiday,8,20.88,2.609673790776153,2.8
918315,30,3,1,Popcorn,8,Silver,5,Non-holiday,10,20.17,2.0167983201679833,5.0
530435,41,5,3,None,92,Silver,9,Holiday,8,24.74,3.092113485814273,4.2
207260,26,3,1,Nachos,75,None,7,Non-holiday,10,19.01,1.9008099190080994,5.9
142264,30,3,3,Popcorn,30,Silver,4,Non-holiday,10,15.57,1.5568443155684433,2.9
805963,36,5,1,None,29,Silver,7,Holiday,9,34.79,3.8651260971003225,3.3
825413,36,3,1,Popcorn,95,None,7,Holiday,11,13.44,1.2217071175347696,6.4
315667,21,10,0,Popcorn,95,None,1,Holiday,12,24.01,2.0006666111157405,2.9
428365,1,10,0,Hotdog,29,Silver,1,Non-holiday,12,17.12,1.4265477876843597,0.2
141670,17,10,3,None,93,None,7,Holiday,12,15.03,1.252395633697192,5.8
960922,50,10,4,Popcorn,32,Gold,4,Non-holiday,12,19.0,1.5832013998833432,6.5
925574,7,3,1,Popcorn,72,None,2,Holiday,10,12.96,1.2958704129587042,4.0
654561,4,5,2,Popcorn,50,Silver,5,Non-holiday,13,19.22,1.4783478193985078,6.4
458351,50,3,2,Nachos,74,Gold,7,Non-holiday,11,11.48,1.0435414962276157,4.6
793905,46,3,0,Popcorn,78,Gold,9,Non-holiday,10,9.6,0.9599040095990401,5.5
281562,39,3,2,Nachos,45,None,10,Holiday,9,25.16,2.7952449727808024,5.5
383513,46,10,1,Hotdog,71,None,1,Non-holiday,10,22.6,2.2597740225977403,3.8
961655,5,3,3,Nachos,84,None,5,Non-holiday,7,14.42,2.0597057563205254,4.2
165936,58,3,2,Nachos,97,None,6,Non-holiday,9,16.44,1.8264637262526389,3.5
816232,55,5,2,Popcorn,41,Silver,8,Holiday,12,16.59,1.3823848012665612,1.0
608119,16,5,2,Popcorn,26,None,2,Non-holiday,14,26.46,1.8898650096421685,7.2
474346,30,5,1,Hotdog,37,Silver,4,Non-holiday,15,23.93,1.5952269848676754,4.8
382285,46,5,1,Hotdog,24,Platinum,1,Non-holiday,9,13.14,1.4598377958004667,6.6
411141,33,5,2,Popcorn,68,Silver,8,Non-holiday,8,23.83,2.9783777027871516,6.0
612665,35,3,1,Popcorn,81,None,3,Non-holiday,13,12.8,0.9845396507960927,5.7
452588,58,10,2,Popcorn,88,Platinum,9,Non-holiday,9,7.45,0.8276858126874792,3.8
573780,25,3,3,None,3,Gold,5,Non-holiday,11,21.53,1.9570948095627672,4.1
855752,13,3,3,Popcorn,26,Platinum,3,Holiday,13,23.2,1.7844781170679178,3.8
303053,48,5,4,Popcorn,38,None,5,Holiday,8,23.0,2.8746406699162605,7.0
950697,43,10,3,Popcorn,78,None,3,Non-holiday,10,23.12,2.3117688231176885,2.5
785165,16,3,2,Nachos,67,None,1,Non-holiday,6,16.13,2.6878853524412594,3.1
798532,2,3,3,Nachos,45,None,7,Non-holiday,16,25.83,1.614274107868258,4.9
119581,40,3,1,Popcorn,4,None,6,Holiday,9,24.79,2.7541384290634374,3.4
800612,56,3,1,Nachos,100,None,3,Non-holiday,7,25.61,3.658048850164262,4.4
238635,50,5,4,Hotdog,31,Gold,2,Non-holiday,11,20.61,1.8734660485410417,5.4
654066,30,3,4,Hotdog,21,Platinum,9,Holiday,16,23.11,1.4442847322042371,4.7
810511,51,10,1,None,7,None,9,Non-holiday,8,20.57,2.57092863392076,6.1
279898,19,5,2,Nachos,49,None,6,Non-holiday,10,17.09,1.7088291170882912,1.3
822564,12,3,2,Nachos,22,Gold,7,Non-holiday,9,13.51,1.5009443395178315,5.1
662335,28,5,3,Nachos,78,Silver,5,Non-holiday,10,24.55,2.4547545245475453,3.4
410452,9,5,4,Nachos,32,None,4,Non-holiday,6,25.47,4.244292617897017,2.8
547536,11,5,2,Nachos,87,None,2,Non-holiday,9,24.86,2.761915342739696,3.6
436325,17,5,3,Popcorn,30,None,5,Non-holiday,8,8.89,1.1111111111111112,1.9
111698,26,5,3,Popcorn,38,None,1,Non-holiday,10,19.41,1.9408059194080594,5.1
789938,4,5,2,Nachos,42,None,6,Non-holiday,9,12.21,1.3565159426730364,8.3
709924,21,3,2,Nachos,8,None,1,Non-holiday,17,23.84,1.4022704546791365,2.6
478425,41,3,3,Popcorn,98,None,4,Non-holiday,17,24.72,1.4540321157578964,5.5
669166,25,3,2,None,10,None,9,Non-holiday,8,26.68,3.3345831771028625,5.9
720551,13,5,1,Popcorn,95,None,9,Non-holiday,9,20.87,2.318631263192979,6.1
766641,43,5,4,Hotdog,76,Gold,4,Non-holiday,9,13.49,1.4987223641817577,5.5
428891,38,5,0,Nachos,32,None,6,Non-holiday,8,21.57,2.695913010873641,5.3
515137,9,3,1,Popcorn,62,None,9,Non-holiday,11,19.88,1.8071084446868466,4.5
823171,25,10,3,Popcorn,4,Gold,8,Non-holiday,16,22.46,1.4036622711080557,4.5
324064,32,5,2,Popcorn,100,Gold,9,Non-holiday,9,12.03,1.3365181646483724,4.7
542720,52,3,1,Popcorn,31,Platinum,5,Holiday,8,21.22,2.6521684789401325,5.2
972593,14,5,2,Popcorn,8,None,2,Holiday,5,19.29,3.857228554289142,3.6
963899,13,3,3,None,14,Platinum,6,Non-holiday,12,19.38,1.61486542788101,3.1
114826,47,10,3,Hotdog,58,None,7,Non-holiday,10,17.09,1.7088291170882912,3.7
536726,23,3,3,Popcorn,72,Silver,8,Non-holiday,11,15.09,1.37169348241069,4.3
669168,33,3,5,Hotdog,25,Platinum,9,Holiday,14,17.42,1.2441968430826371,4.1
400198,29,10,2,Popcorn,93,None,5,Non-holiday,10,15.96,1.5958404159584043,5.9
347289,46,3,2,Hotdog,80,None,9,Non-holiday,6,23.41,3.901016497250458,4.0
973948,21,3,1,Popcorn,17,None,1,Holiday,9,25.35,2.816353738473503,7.3
430760,16,5,3,Popcorn,1,None,3,Non-holiday,9,18.13,2.014220642150872,4.5
569857,29,5,2,Hotdog,9,Platinum,7,Holiday,8,16.92,2.114735658042745,3.4
